Дата	Отдел.Код	Товар.Код	Час	Количество	Сумма
25.09.2004 0:00	1	84907	20	1	11.55
25.09.2004 0:00	2	14185	12	1	9.15
25.09.2004 0:00	2	28092	19	1	71.79
25.09.2004 0:00	2	32540	18	1	4.62
25.09.2004 0:00	2	32540	19	2	9.24
25.09.2004 0:00	2	33338	18	1	51.21
25.09.2004 0:00	2	40358	14	1	8.4
25.09.2004 0:00	2	43723	14	2	13.72
25.09.2004 0:00	2	56777	11	1	51.99
25.09.2004 0:00	2	58592	19	1	79.69
25.09.2004 0:00	2	84846	16	1	58.73
26.09.2004 0:00	1	485	19	3	7.02
26.09.2004 0:00	1	2291	18	1	292.13
26.09.2004 0:00	1	10258	13	1	12.24
26.09.2004 0:00	1	24909	14	1	28.41
26.09.2004 0:00	1	25445	14	1	157.71
26.09.2004 0:00	1	40358	9	1	7.94
26.09.2004 0:00	1	45810	11	1	152.4
26.09.2004 0:00	1	52458	10	1	48.81
26.09.2004 0:00	1	82545	12	1	139.7
26.09.2004 0:00	1	83215	19	1	238.7
26.09.2004 0:00	1	84846	17	1	56.48
26.09.2004 0:00	2	33068	12	1	60.72
26.09.2004 0:00	2	33338	14	1	51.21
26.09.2004 0:00	2	33461	11	1	5.04
26.09.2004 0:00	2	43723	11	3	20.58
26.09.2004 0:00	2	43723	15	1	6.86
26.09.2004 0:00	2	57923	17	1	169.46
26.09.2004 0:00	2	62773	12	1	35.85
27.09.2004 0:00	1	485	18	2	4.68
27.09.2004 0:00	1	844	18	1	29.96
27.09.2004 0:00	1	2291	16	1	292.13
27.09.2004 0:00	1	21269	20	1	196.68
27.09.2004 0:00	1	27498	16	1	63.09
27.09.2004 0:00	1	28551	19	1	17.48
27.09.2004 0:00	1	31050	16	1	40.98
27.09.2004 0:00	1	32427	18	1	64.9
27.09.2004 0:00	1	33339	11	1	45.38
27.09.2004 0:00	1	33339	14	1	45.38
27.09.2004 0:00	1	51407	20	1	80.45
27.09.2004 0:00	1	82154	18	1	25.06
27.09.2004 0:00	1	82545	14	1	139.7
27.09.2004 0:00	1	82545	17	1	139.7
27.09.2004 0:00	1	84846	18	1	56.81
27.09.2004 0:00	1	84846	19	1	56.81
27.09.2004 0:00	1	84955	19	10	56.6
27.09.2004 0:00	2	11242	15	1	6.81
27.09.2004 0:00	2	32540	20	2	9.24
27.09.2004 0:00	2	56777	12	1	51.99
27.09.2004 0:00	2	66647	20	1	142.97
27.09.2004 0:00	2	79038	17	1	3.9
28.09.2004 0:00	1	10350	17	1	47.56
28.09.2004 0:00	1	10650	11	1	15.35
28.09.2004 0:00	1	21269	14	1	196.68
28.09.2004 0:00	1	31050	17	1	40.98
28.09.2004 0:00	1	32540	16	1	5.78
28.09.2004 0:00	1	32540	17	2	11.56
28.09.2004 0:00	1	33339	12	1	45.38
28.09.2004 0:00	1	38453	18	1	115.5
28.09.2004 0:00	1	58040	20	1	9.93
28.09.2004 0:00	1	73820	12	1	10.59
28.09.2004 0:00	1	82545	15	1	139.7
28.09.2004 0:00	1	82616	12	1	110.69
28.09.2004 0:00	1	84713	11	1	79.2
28.09.2004 0:00	1	84902	10	1	16.11
28.09.2004 0:00	1	84955	16	3	16.98
28.09.2004 0:00	2	31050	13	1	44.62
28.09.2004 0:00	2	32540	19	4	18.48
28.09.2004 0:00	2	33338	13	1	51.21
28.09.2004 0:00	2	45911	17	1	20.62
29.09.2004 0:00	1	477	14	4	9.12
29.09.2004 0:00	1	828	15	1	41.19
29.09.2004 0:00	1	2290	17	1	94.19
29.09.2004 0:00	1	20529	16	1	126.38
29.09.2004 0:00	1	21269	9	1	196.68
29.09.2004 0:00	1	21269	20	1	196.68
29.09.2004 0:00	1	31050	15	1	40.98
29.09.2004 0:00	1	31054	12	1	34.1
29.09.2004 0:00	1	32273	11	1	73.56
29.09.2004 0:00	1	43711	11	1	7.84
29.09.2004 0:00	1	45807	15	1	127.31
29.09.2004 0:00	1	45910	14	1	40.63
29.09.2004 0:00	1	52458	11	1	52.66
29.09.2004 0:00	1	79052	11	1	3.91
29.09.2004 0:00	1	83149	20	1	84.26
29.09.2004 0:00	1	83454	20	1	16.81
29.09.2004 0:00	2	10650	13	1	15.89
29.09.2004 0:00	2	21270	16	1	104.82
29.09.2004 0:00	2	32273	19	1	72.22
29.09.2004 0:00	2	32540	19	2	9.24
29.09.2004 0:00	2	33037	16	1	114.66
29.09.2004 0:00	2	43711	16	2	12.42
29.09.2004 0:00	2	43711	20	1	6.21
29.09.2004 0:00	2	62773	19	1	35.85
30.09.2004 0:00	1	10350	19	1	47.56
30.09.2004 0:00	1	11292	17	1	132.91
30.09.2004 0:00	1	12007	17	1	61.74
30.09.2004 0:00	1	20539	19	1	144.96
30.09.2004 0:00	1	21269	18	1	196.68
30.09.2004 0:00	1	31050	16	2	81.96
30.09.2004 0:00	1	33338	18	1	49.81
30.09.2004 0:00	1	33339	16	1	45.38
30.09.2004 0:00	1	43711	17	5	39.2
30.09.2004 0:00	1	57168	19	1	132.14
30.09.2004 0:00	1	58592	12	1	82.91
30.09.2004 0:00	1	62773	18	1	34.48
30.09.2004 0:00	1	79052	17	1	3.91
30.09.2004 0:00	1	83149	16	1	84.26
30.09.2004 0:00	1	84907	13	1	11.55
30.09.2004 0:00	1	84907	19	1	11.55
30.09.2004 0:00	2	10350	19	1	50.36
30.09.2004 0:00	2	21269	17	1	183.61
30.09.2004 0:00	2	25445	17	1	152.93
30.09.2004 0:00	2	31050	16	1	44.62
30.09.2004 0:00	2	32540	18	1	4.62
30.09.2004 0:00	2	82545	18	2	276.46
30.09.2004 0:00	2	82545	20	1	138.23
30.09.2004 0:00	2	82616	17	1	106.54
01.10.2004 0:00	1	28092	17	1	73.15
01.10.2004 0:00	1	31050	18	2	81.96
01.10.2004 0:00	1	33338	17	1	49.81
01.10.2004 0:00	1	45804	11	1	116.13
01.10.2004 0:00	1	45910	10	2	81.26
01.10.2004 0:00	1	51407	17	2	160.9
01.10.2004 0:00	1	64915	19	1	48.58
01.10.2004 0:00	1	71804	11	1	21.86
01.10.2004 0:00	1	82545	19	1	139.7
01.10.2004 0:00	1	83149	17	1	84.26
01.10.2004 0:00	1	84902	20	1	16.11
01.10.2004 0:00	1	84907	19	1	11.55
01.10.2004 0:00	2	10350	16	1	50.36
01.10.2004 0:00	2	31050	19	1	44.62
01.10.2004 0:00	2	31054	16	1	35.46
01.10.2004 0:00	2	32427	12	1	63.78
01.10.2004 0:00	2	33068	19	1	61.63
01.10.2004 0:00	2	33338	12	1	51.81
01.10.2004 0:00	2	36259	13	1	77.25
01.10.2004 0:00	2	36259	16	1	77.25
01.10.2004 0:00	2	50850	9	1	21.7
01.10.2004 0:00	2	71804	20	4	84.64
01.10.2004 0:00	2	79038	17	1	3.9
01.10.2004 0:00	2	79107	11	1	18.4
01.10.2004 0:00	2	84955	11	10	56.2
01.10.2004 0:00	3	20530	10	1	246.9
01.10.2004 0:00	3	21269	18	1	192.48
01.10.2004 0:00	3	25445	17	1	158.55
01.10.2004 0:00	3	27490	17	1	120.55
01.10.2004 0:00	3	66644	10	1	222.07
02.10.2004 0:00	1	828	19	2	82.38
02.10.2004 0:00	1	11308	18	1	123.61
02.10.2004 0:00	1	20475	16	1	210.89
02.10.2004 0:00	1	20530	16	1	222.21
02.10.2004 0:00	1	32273	10	1	73.56
02.10.2004 0:00	1	70284	14	1	60.48
02.10.2004 0:00	1	75406	16	1	148.64
02.10.2004 0:00	1	84902	11	1	16.11
02.10.2004 0:00	1	85033	13	1	33.3
02.10.2004 0:00	2	10350	14	1	50.36
02.10.2004 0:00	2	10350	17	1	50.36
02.10.2004 0:00	2	10350	21	1	50.36
02.10.2004 0:00	2	31050	19	1	44.62
02.10.2004 0:00	2	32540	12	1	4.62
02.10.2004 0:00	2	33338	12	1	51.81
02.10.2004 0:00	2	33514	13	5	41.45
02.10.2004 0:00	2	36259	19	1	77.25
02.10.2004 0:00	2	38453	16	1	112.54
02.10.2004 0:00	2	38453	18	1	112.54
02.10.2004 0:00	2	45807	14	1	132.56
02.10.2004 0:00	2	45911	19	1	20.62
02.10.2004 0:00	2	71804	12	1	21.16
02.10.2004 0:00	2	71804	18	1	21.45
02.10.2004 0:00	2	79038	20	2	7.8
02.10.2004 0:00	2	82545	12	1	138.23
02.10.2004 0:00	3	28560	17	1	32.86
02.10.2004 0:00	3	33514	11	1	8.72
02.10.2004 0:00	3	41527	15	1	226.38
02.10.2004 0:00	3	82545	11	2	273.7
02.10.2004 0:00	3	83052	13	1	10.73
02.10.2004 0:00	3	83215	16	1	251.71
02.10.2004 0:00	3	84955	14	10	58.4
03.10.2004 0:00	1	828	16	1	41.19
03.10.2004 0:00	1	12007	12	1	61.74
03.10.2004 0:00	1	12007	20	1	61.74
03.10.2004 0:00	1	28560	16	1	31.3
03.10.2004 0:00	1	31050	11	1	40.98
03.10.2004 0:00	1	31050	13	1	40.98
03.10.2004 0:00	1	32427	11	1	64.9
03.10.2004 0:00	1	33338	18	1	49.81
03.10.2004 0:00	1	58592	19	1	82.91
03.10.2004 0:00	1	71804	15	2	43.72
03.10.2004 0:00	1	71804	16	1	21.86
03.10.2004 0:00	1	82545	13	1	139.7
03.10.2004 0:00	1	84846	19	1	56.81
03.10.2004 0:00	1	84955	12	10	56.6
03.10.2004 0:00	1	85033	10	1	33.3
03.10.2004 0:00	2	10350	16	1	50.36
03.10.2004 0:00	2	31050	13	1	44.62
03.10.2004 0:00	2	31051	11	1	44.62
03.10.2004 0:00	2	33338	11	1	51.81
03.10.2004 0:00	2	33338	17	1	51.81
03.10.2004 0:00	2	33461	10	1	5.04
03.10.2004 0:00	2	45910	14	2	84.5
03.10.2004 0:00	2	79038	10	2	7.8
03.10.2004 0:00	2	84713	19	1	77.79
03.10.2004 0:00	2	84769	14	1	34.63
03.10.2004 0:00	3	12017	20	1	63.49
03.10.2004 0:00	3	32427	16	1	66.07
03.10.2004 0:00	3	33068	15	1	57.7
03.10.2004 0:00	3	33448	15	1	5.06
03.10.2004 0:00	3	36259	12	1	76.48
03.10.2004 0:00	3	36259	16	1	76.48
03.10.2004 0:00	3	45804	13	1	116.13
03.10.2004 0:00	3	45810	11	1	145.43
03.10.2004 0:00	3	83454	14	1	17.32
04.10.2004 0:00	1	477	15	1	2.28
04.10.2004 0:00	1	485	15	2	4.68
04.10.2004 0:00	1	11292	11	1	132.91
04.10.2004 0:00	1	11292	20	2	265.82
04.10.2004 0:00	1	28092	13	1	73.15
04.10.2004 0:00	1	31054	17	1	34.1
04.10.2004 0:00	1	33339	17	1	45.38
04.10.2004 0:00	1	45910	12	1	40.4
04.10.2004 0:00	1	56778	18	1	49.99
04.10.2004 0:00	1	58592	14	1	88.96
04.10.2004 0:00	1	62773	14	1	34.48
04.10.2004 0:00	1	70284	12	1	60.48
04.10.2004 0:00	1	83149	20	1	84.26
04.10.2004 0:00	1	85033	12	1	33.3
04.10.2004 0:00	2	828	17	1	42.83
04.10.2004 0:00	2	2290	17	1	95.46
04.10.2004 0:00	2	11291	18	1	75.65
04.10.2004 0:00	2	31051	14	1	44.62
04.10.2004 0:00	2	32540	20	1	4.62
04.10.2004 0:00	2	33068	15	1	60.72
04.10.2004 0:00	2	45910	17	1	42.25
04.10.2004 0:00	2	56777	12	1	51.99
04.10.2004 0:00	2	70286	20	1	79.99
04.10.2004 0:00	2	78983	15	1	122.01
04.10.2004 0:00	2	82545	15	1	138.23
04.10.2004 0:00	2	82545	16	1	138.23
04.10.2004 0:00	2	83052	18	1	10.83
04.10.2004 0:00	2	83215	19	1	254.25
04.10.2004 0:00	3	20529	17	1	129.96
04.10.2004 0:00	3	21269	17	1	192.48
04.10.2004 0:00	3	21269	19	1	192.48
04.10.2004 0:00	3	27498	11	1	70.68
04.10.2004 0:00	3	28551	10	1	18.34
04.10.2004 0:00	3	32427	15	1	66.07
04.10.2004 0:00	3	42879	19	1	580.62
04.10.2004 0:00	3	43711	14	2	12.42
04.10.2004 0:00	3	84907	14	1	15.02
05.10.2004 0:00	1	11292	10	1	132.91
05.10.2004 0:00	1	11292	12	1	132.91
05.10.2004 0:00	1	11292	20	1	132.91
05.10.2004 0:00	1	27498	10	1	63.09
05.10.2004 0:00	1	33036	17	1	226.19
05.10.2004 0:00	1	33036	18	1	241.18
05.10.2004 0:00	1	33339	16	1	45.38
05.10.2004 0:00	1	33514	18	2	15.96
05.10.2004 0:00	1	36259	20	1	74.28
05.10.2004 0:00	1	43711	17	2	15.68
05.10.2004 0:00	1	57168	14	1	132.14
05.10.2004 0:00	1	84713	20	1	80.03
05.10.2004 0:00	1	84955	20	3	16.98
05.10.2004 0:00	2	14185	16	1	9.01
05.10.2004 0:00	2	21269	18	1	183.61
05.10.2004 0:00	2	28092	13	1	71.79
05.10.2004 0:00	2	28092	20	1	71.79
05.10.2004 0:00	2	31054	18	1	35.46
05.10.2004 0:00	2	32540	12	1	6.01
05.10.2004 0:00	2	32540	16	1	6.01
05.10.2004 0:00	2	32540	20	1	6.01
05.10.2004 0:00	2	42879	20	1	580.62
05.10.2004 0:00	2	45910	17	1	42.25
05.10.2004 0:00	2	45911	17	3	61.86
05.10.2004 0:00	2	62773	12	1	35.85
05.10.2004 0:00	2	62773	16	1	35.85
05.10.2004 0:00	2	66647	16	1	144.18
05.10.2004 0:00	2	79038	20	1	3.9
05.10.2004 0:00	2	83052	19	1	10.83
05.10.2004 0:00	3	2823	17	1	13.92
05.10.2004 0:00	3	10350	19	1	49.87
05.10.2004 0:00	3	27490	10	1	120.55
05.10.2004 0:00	3	31054	19	1	35.46
05.10.2004 0:00	3	32435	11	1	10.31
05.10.2004 0:00	3	32540	9	1	6.01
05.10.2004 0:00	3	52458	17	1	50.27
05.10.2004 0:00	3	58040	11	1	10.32
05.10.2004 0:00	3	82545	15	1	136.85
05.10.2004 0:00	3	83052	18	1	10.73
05.10.2004 0:00	3	83563	13	1	44.49
05.10.2004 0:00	3	84907	15	1	15.02
05.10.2004 0:00	3	84907	19	1	15.02
06.10.2004 0:00	1	477	12	10	22.8
06.10.2004 0:00	1	2827	19	1	8.4
06.10.2004 0:00	1	11292	12	1	132.91
06.10.2004 0:00	1	12742	17	1	30.71
06.10.2004 0:00	1	21269	14	1	176.69
06.10.2004 0:00	1	21269	17	1	176.69
06.10.2004 0:00	1	33448	19	1	4.86
06.10.2004 0:00	1	33514	14	1	7.98
06.10.2004 0:00	1	33514	15	1	7.98
06.10.2004 0:00	1	33514	19	1	7.98
06.10.2004 0:00	1	56778	17	1	49.99
06.10.2004 0:00	1	57168	16	1	148.23
06.10.2004 0:00	1	57922	11	1	164.81
06.10.2004 0:00	1	66644	10	1	227.84
06.10.2004 0:00	1	82154	17	1	25.06
06.10.2004 0:00	1	84846	12	1	56.81
06.10.2004 0:00	1	84907	9	1	11.55
06.10.2004 0:00	1	84955	17	5	28.3
06.10.2004 0:00	2	1138	15	1	105.18
06.10.2004 0:00	2	10350	10	1	50.36
06.10.2004 0:00	2	21269	14	1	183.61
06.10.2004 0:00	2	31054	19	1	35.46
06.10.2004 0:00	2	32427	18	1	63.78
06.10.2004 0:00	2	32540	20	1	4.62
06.10.2004 0:00	2	33461	12	1	5.04
06.10.2004 0:00	2	54311	18	1	70.03
06.10.2004 0:00	2	58040	13	1	10.27
06.10.2004 0:00	2	82545	17	1	138.23
06.10.2004 0:00	2	82545	20	2	276.46
06.10.2004 0:00	2	83052	21	1	10.83
06.10.2004 0:00	2	83149	14	1	87.63
06.10.2004 0:00	2	83215	18	1	254.25
06.10.2004 0:00	2	84769	11	1	34.63
06.10.2004 0:00	3	1151	18	1	224.6
06.10.2004 0:00	3	11846	18	1	2.09
06.10.2004 0:00	3	21269	18	1	192.48
06.10.2004 0:00	3	31054	18	1	35.46
06.10.2004 0:00	3	32540	18	1	6.01
06.10.2004 0:00	3	52458	18	3	150.81
06.10.2004 0:00	3	65840	18	1	70.93
06.10.2004 0:00	3	79052	18	1	4.07
06.10.2004 0:00	3	82545	18	1	136.85
06.10.2004 0:00	3	83052	18	1	10.73
06.10.2004 0:00	3	84907	18	3	45.06
07.10.2004 0:00	1	11292	18	1	132.91
07.10.2004 0:00	1	21269	19	1	176.69
07.10.2004 0:00	1	24910	17	3	87.45
07.10.2004 0:00	1	27476	12	1	98.73
07.10.2004 0:00	1	28092	14	1	73.15
07.10.2004 0:00	1	32540	11	1	5.78
07.10.2004 0:00	1	32540	18	2	11.56
07.10.2004 0:00	1	33339	11	1	45.38
07.10.2004 0:00	1	43711	10	2	15.68
07.10.2004 0:00	1	45911	13	1	19.76
07.10.2004 0:00	1	82154	16	1	25.06
07.10.2004 0:00	1	82235	21	1	565.26
07.10.2004 0:00	1	83052	15	1	10.41
07.10.2004 0:00	1	83215	16	1	244.48
07.10.2004 0:00	1	84846	21	1	56.81
07.10.2004 0:00	1	84907	11	1	11.55
07.10.2004 0:00	2	10350	10	1	50.36
07.10.2004 0:00	2	10350	12	2	100.72
07.10.2004 0:00	2	33037	19	1	119.6
07.10.2004 0:00	2	33038	13	1	358.49
07.10.2004 0:00	2	33461	16	1	5.04
07.10.2004 0:00	2	43711	12	3	18.63
07.10.2004 0:00	2	43711	21	1	6.21
07.10.2004 0:00	2	65841	17	1	134.85
07.10.2004 0:00	2	82545	19	1	138.23
07.10.2004 0:00	3	828	19	1	42.41
07.10.2004 0:00	3	11945	16	1	10.17
07.10.2004 0:00	3	11945	17	1	10.17
07.10.2004 0:00	3	14185	11	1	9.44
07.10.2004 0:00	3	14185	13	1	9.44
07.10.2004 0:00	3	20530	9	1	243.89
07.10.2004 0:00	3	32438	20	1	92.04
07.10.2004 0:00	3	33338	10	1	51.3
07.10.2004 0:00	3	33338	17	1	51.3
07.10.2004 0:00	3	36259	11	1	73.54
07.10.2004 0:00	3	41527	11	1	226.38
07.10.2004 0:00	3	42879	12	1	580.62
07.10.2004 0:00	3	52458	11	1	50.27
07.10.2004 0:00	3	72057	20	2	21.12
07.10.2004 0:00	3	79052	10	1	4.07
07.10.2004 0:00	3	84907	12	1	15.02
07.10.2004 0:00	3	84907	16	1	15.02
08.10.2004 0:00	1	828	10	1	41.19
08.10.2004 0:00	1	849	17	1	62.44
08.10.2004 0:00	1	27498	20	1	63.09
08.10.2004 0:00	1	28092	17	1	73.15
08.10.2004 0:00	1	33338	10	1	49.81
08.10.2004 0:00	1	45804	19	1	133.1
08.10.2004 0:00	1	51407	17	1	80.45
08.10.2004 0:00	1	71804	9	2	43.72
08.10.2004 0:00	1	83052	17	2	20.82
08.10.2004 0:00	1	83052	20	1	10.41
08.10.2004 0:00	1	83149	9	1	84.26
08.10.2004 0:00	1	84846	16	1	56.81
08.10.2004 0:00	2	21269	17	1	183.61
08.10.2004 0:00	2	21270	17	1	105.68
08.10.2004 0:00	2	31050	17	1	44.62
08.10.2004 0:00	2	73820	15	1	10.73
08.10.2004 0:00	2	82545	11	1	138.23
08.10.2004 0:00	2	83052	16	1	10.83
08.10.2004 0:00	2	83149	13	1	87.63
08.10.2004 0:00	2	84812	21	1	16.17
08.10.2004 0:00	2	84846	18	1	58.73
08.10.2004 0:00	3	477	12	1	2.33
08.10.2004 0:00	3	828	12	1	42.41
08.10.2004 0:00	3	1145	9	1	333.92
08.10.2004 0:00	3	1151	17	1	224.6
08.10.2004 0:00	3	21269	9	1	192.48
08.10.2004 0:00	3	25445	18	1	152.8
08.10.2004 0:00	3	32270	12	1	45.33
08.10.2004 0:00	3	32427	19	1	64.9
08.10.2004 0:00	3	38453	14	1	117.98
08.10.2004 0:00	3	45803	14	1	246.26
08.10.2004 0:00	3	54311	18	1	69.33
08.10.2004 0:00	3	58592	18	1	85.23
08.10.2004 0:00	3	70284	16	1	56.76
08.10.2004 0:00	3	78981	15	1	49.93
08.10.2004 0:00	3	82545	12	1	136.85
08.10.2004 0:00	3	82545	13	1	136.85
08.10.2004 0:00	3	82545	15	2	273.7
08.10.2004 0:00	3	82545	16	1	136.85
08.10.2004 0:00	3	83052	20	1	10.73
08.10.2004 0:00	3	83563	15	1	44.49
09.10.2004 0:00	1	10350	15	1	50.1
09.10.2004 0:00	1	11292	9	1	132.91
09.10.2004 0:00	1	11945	19	2	19.76
09.10.2004 0:00	1	15955	13	3	1072.29
09.10.2004 0:00	1	21269	10	1	176.69
09.10.2004 0:00	1	21269	12	1	176.69
09.10.2004 0:00	1	27490	19	1	112.48
09.10.2004 0:00	1	32540	9	1	5.78
09.10.2004 0:00	1	32540	14	1	5.78
09.10.2004 0:00	1	33339	15	1	45.38
09.10.2004 0:00	1	43711	12	1	7.84
09.10.2004 0:00	1	52458	12	1	52.66
09.10.2004 0:00	1	79052	14	1	3.91
09.10.2004 0:00	1	79052	17	2	7.82
09.10.2004 0:00	1	82545	11	1	139.7
09.10.2004 0:00	1	84846	14	1	56.81
09.10.2004 0:00	1	85033	18	1	33.3
09.10.2004 0:00	2	2291	13	1	292.96
09.10.2004 0:00	2	28560	10	1	32.55
09.10.2004 0:00	2	32540	16	1	6.01
09.10.2004 0:00	2	33338	20	1	51.81
09.10.2004 0:00	2	43711	16	1	6.21
09.10.2004 0:00	3	477	17	1	2.33
09.10.2004 0:00	3	11846	17	1	2.09
09.10.2004 0:00	3	28092	14	1	71.5
09.10.2004 0:00	3	28551	11	1	18.34
09.10.2004 0:00	3	33037	17	1	116.6
09.10.2004 0:00	3	33338	11	1	51.3
09.10.2004 0:00	3	33338	14	1	51.3
09.10.2004 0:00	3	36259	15	1	73.54
09.10.2004 0:00	3	40358	13	1	8.26
09.10.2004 0:00	3	57922	14	1	169.29
09.10.2004 0:00	3	83454	19	1	17.32
09.10.2004 0:00	3	84907	13	1	15.02
09.10.2004 0:00	3	84955	18	10	58.4
10.10.2004 0:00	1	485	13	2	4.68
10.10.2004 0:00	1	828	14	4	164.76
10.10.2004 0:00	1	1145	15	1	322.95
10.10.2004 0:00	1	10258	16	1	12.24
10.10.2004 0:00	1	11292	11	2	279.36
10.10.2004 0:00	1	12007	9	1	61.74
10.10.2004 0:00	1	24909	9	1	28.85
10.10.2004 0:00	1	24910	16	2	58.3
10.10.2004 0:00	1	32273	10	1	73.56
10.10.2004 0:00	1	33338	17	1	49.81
10.10.2004 0:00	1	43711	12	1	7.84
10.10.2004 0:00	1	83454	14	1	16.81
10.10.2004 0:00	2	828	13	1	42.83
10.10.2004 0:00	2	20013	20	1	274.13
10.10.2004 0:00	2	27490	14	1	116.12
10.10.2004 0:00	2	28092	19	1	71.79
10.10.2004 0:00	2	28551	18	1	18.17
10.10.2004 0:00	2	28551	19	1	18.17
10.10.2004 0:00	2	41527	10	1	219.79
10.10.2004 0:00	2	75406	19	1	136.28
10.10.2004 0:00	2	79124	16	1	24.17
10.10.2004 0:00	3	2823	15	1	8.74
10.10.2004 0:00	3	20475	16	1	219.62
10.10.2004 0:00	3	57168	11	1	138.42
10.10.2004 0:00	3	75406	16	1	146.68
10.10.2004 0:00	3	82545	11	2	273.7
10.10.2004 0:00	3	84907	18	1	15.02
11.10.2004 0:00	1	485	19	1	2.34
11.10.2004 0:00	1	1145	18	1	324.33
11.10.2004 0:00	1	11292	10	1	139.68
11.10.2004 0:00	1	21269	14	1	176.69
11.10.2004 0:00	1	32540	14	1	5.78
11.10.2004 0:00	1	32540	19	1	5.78
11.10.2004 0:00	1	43711	11	1	7.84
11.10.2004 0:00	1	52458	12	1	52.66
11.10.2004 0:00	1	79052	13	3	11.73
11.10.2004 0:00	1	82154	16	1	25.06
11.10.2004 0:00	2	2290	19	1	75.77
11.10.2004 0:00	2	11242	14	1	7.09
11.10.2004 0:00	2	11824	11	1	14.44
11.10.2004 0:00	2	31054	21	1	35.46
11.10.2004 0:00	2	32540	14	1	4.62
11.10.2004 0:00	2	32540	16	4	24.04
11.10.2004 0:00	2	33338	16	1	51.81
11.10.2004 0:00	2	79038	20	1	3.9
11.10.2004 0:00	2	82545	17	1	138.23
11.10.2004 0:00	2	82616	18	1	109.51
11.10.2004 0:00	3	477	12	2	4.66
11.10.2004 0:00	3	28092	17	1	71.5
11.10.2004 0:00	3	31054	13	1	35.46
11.10.2004 0:00	3	31054	15	1	35.46
11.10.2004 0:00	3	32438	11	1	92.04
11.10.2004 0:00	3	32540	11	2	12.02
11.10.2004 0:00	3	32540	19	1	6.01
11.10.2004 0:00	3	40377	19	1	12.49
11.10.2004 0:00	3	43711	18	1	6.21
11.10.2004 0:00	3	45910	18	1	41.83
11.10.2004 0:00	3	52458	17	1	50.27
11.10.2004 0:00	3	66644	16	1	204.35
11.10.2004 0:00	3	82545	11	1	136.85
11.10.2004 0:00	3	82545	14	1	136.85
11.10.2004 0:00	3	82545	20	1	136.85
11.10.2004 0:00	3	84955	18	5	29.2
12.10.2004 0:00	1	485	18	1	2.34
12.10.2004 0:00	1	828	18	1	41.19
12.10.2004 0:00	1	1151	16	1	218.13
12.10.2004 0:00	1	3626	12	2	183.98
12.10.2004 0:00	1	10350	15	1	50.1
12.10.2004 0:00	1	11292	11	2	279.36
12.10.2004 0:00	1	11292	13	1	139.68
12.10.2004 0:00	1	11292	17	1	139.68
12.10.2004 0:00	1	11292	20	1	139.68
12.10.2004 0:00	1	27498	15	1	63.09
12.10.2004 0:00	1	31050	12	1	40.1
12.10.2004 0:00	1	32427	20	1	64.9
12.10.2004 0:00	1	32540	9	1	5.78
12.10.2004 0:00	1	33514	13	1	7.98
12.10.2004 0:00	1	43711	13	1	7.84
12.10.2004 0:00	1	43711	16	1	7.84
12.10.2004 0:00	1	58592	19	1	78.24
12.10.2004 0:00	1	62773	19	1	47.71
12.10.2004 0:00	1	71804	15	1	21.86
12.10.2004 0:00	1	79052	9	1	3.91
12.10.2004 0:00	1	83052	11	1	10.41
12.10.2004 0:00	1	83052	15	1	10.41
12.10.2004 0:00	1	84846	15	1	56.81
12.10.2004 0:00	1	84846	16	1	56.81
12.10.2004 0:00	1	84846	18	1	56.81
12.10.2004 0:00	1	85033	11	1	33.3
12.10.2004 0:00	1	85033	13	1	33.3
12.10.2004 0:00	2	31050	13	1	44.62
12.10.2004 0:00	2	31050	15	1	44.62
12.10.2004 0:00	2	31050	21	1	44.62
12.10.2004 0:00	2	32540	12	2	12.02
12.10.2004 0:00	2	32540	13	1	6.01
12.10.2004 0:00	2	33340	18	1	40.61
12.10.2004 0:00	2	51407	17	1	83.67
12.10.2004 0:00	3	21269	17	1	192.48
12.10.2004 0:00	3	31054	16	1	35.46
12.10.2004 0:00	3	31054	17	1	35.46
12.10.2004 0:00	3	32427	12	1	64.9
12.10.2004 0:00	3	33338	14	1	51.3
12.10.2004 0:00	3	45910	15	1	41.83
12.10.2004 0:00	3	65840	13	1	70.93
12.10.2004 0:00	3	71804	20	1	22.17
12.10.2004 0:00	3	78981	18	1	49.93
12.10.2004 0:00	3	82545	12	1	136.85
12.10.2004 0:00	3	82545	13	1	136.85
12.10.2004 0:00	3	82545	15	1	136.85
13.10.2004 0:00	1	828	15	2	82.38
13.10.2004 0:00	1	2290	13	1	92.39
13.10.2004 0:00	1	11292	12	1	139.68
13.10.2004 0:00	1	11292	18	1	139.68
13.10.2004 0:00	1	12742	15	1	29.54
13.10.2004 0:00	1	21269	19	1	196.68
13.10.2004 0:00	1	32427	19	1	65.04
13.10.2004 0:00	1	33338	12	1	49.81
13.10.2004 0:00	1	52458	11	1	52.66
13.10.2004 0:00	1	52458	13	1	49.21
13.10.2004 0:00	1	71804	12	1	21.86
13.10.2004 0:00	1	83052	12	1	9.88
13.10.2004 0:00	1	84846	20	1	56.81
13.10.2004 0:00	2	31051	20	1	44.62
13.10.2004 0:00	2	31054	17	1	35.46
13.10.2004 0:00	2	32438	16	2	176.42
13.10.2004 0:00	2	32540	13	1	6.01
13.10.2004 0:00	2	43711	19	1	6.21
13.10.2004 0:00	2	79107	16	1	18.4
